.variable,.value,.lower,.upper,.width,.point,.interval,Rhat_max,RepNum
b_FaceDev_roll,0.00429346,-0.147458,0.133527,0.95,median,hdi,1.0019465869662667,890
b_FaceDev_yaw,-0.08994835000000001,-0.192883,0.0152851,0.95,median,hdi,1.0019465869662667,890
b_GazeDirectionDirected,-0.02510995,-0.172845,0.139684,0.95,median,hdi,1.0019465869662667,890
b_InfantPostureSitting,0.210384,-0.14979,0.573774,0.95,median,hdi,1.0019465869662667,890
b_InfantPostureUpright,0.310649,-0.0590239,0.686181,0.95,median,hdi,1.0019465869662667,890
b_Intercept,-1.51694,-1.91979,-1.13735,0.95,median,hdi,1.0019465869662667,890
b_MotherPostureUpright,-0.2214435,-0.894071,0.418792,0.95,median,hdi,1.0019465869662667,890
b_Saliency_face,0.13330750000000002,0.0783865,0.189093,0.95,median,hdi,1.0019465869662667,890
b_AgeinMonths,-0.0374974,-0.174663,0.107487,0.95,median,hdi,1.003512379785835,891
b_Centering,-0.8143054999999999,-1.12939,-0.528636,0.95,median,hdi,1.003512379785835,891
b_Distance,-0.8586210000000001,-1.0129,-0.723197,0.95,median,hdi,1.003512379785835,891
b_FaceDev_pitch,-0.0151098,-0.146663,0.0988282,0.95,median,hdi,1.003512379785835,891
b_FaceDev_roll,0.00565925,-0.0939138,0.105026,0.95,median,hdi,1.003512379785835,891
b_FaceDev_yaw,-0.0235183,-0.0936541,0.0432103,0.95,median,hdi,1.003512379785835,891
b_GazeDirectionDirected,0.07328665000000001,-0.0499623,0.208462,0.95,median,hdi,1.003512379785835,891
b_InfantPostureSitting,0.1838315,-0.145247,0.51658,0.95,median,hdi,1.003512379785835,891
b_InfantPostureUpright,0.29015250000000004,-0.0549637,0.623719,0.95,median,hdi,1.003512379785835,891
b_Intercept,-1.542675,-1.95434,-1.13562,0.95,median,hdi,1.003512379785835,891
b_MotherPostureUpright,-0.008177405,-0.362969,0.347264,0.95,median,hdi,1.003512379785835,891
b_Saliency_face,0.122068,0.0659095,0.178248,0.95,median,hdi,1.003512379785835,891
b_AgeinMonths,-0.06498614999999999,-0.179753,0.0522339,0.95,median,hdi,1.0030034430249315,892
b_Centering,-0.84625,-1.08663,-0.597304,0.95,median,hdi,1.0030034430249315,892
b_Distance,-0.8337565,-1.03801,-0.625109,0.95,median,hdi,1.0030034430249315,892
b_FaceDev_pitch,-0.02045679999999999,-0.137647,0.0861368,0.95,median,hdi,1.0030034430249315,892
b_FaceDev_roll,0.00420738,-0.0720141,0.0945988,0.95,median,hdi,1.0030034430249315,892
b_FaceDev_yaw,-0.03025875,-0.107863,0.058543,0.95,median,hdi,1.0030034430249315,892
b_GazeDirectionDirected,-0.0131954,-0.150163,0.131148,0.95,median,hdi,1.0030034430249315,892
b_InfantPostureSitting,0.27725900000000003,-0.0849746,0.641697,0.95,median,hdi,1.0030034430249315,892
b_InfantPostureUpright,0.435982,0.0588124,0.802487,0.95,median,hdi,1.0030034430249315,892
b_Intercept,-1.639705,-2.09116,-1.17809,0.95,median,hdi,1.0030034430249315,892
b_MotherPostureUpright,0.07940095,-0.4059594716242661,0.525402035225049,0.95,median,hdi,1.0030034430249315,892
b_MotherPostureUpright,0.07940095,0.5570809980430529,0.5760883757338553,0.95,median,hdi,1.0030034430249315,892
b_Saliency_face,0.1334495,0.0762522,0.189638,0.95,median,hdi,1.0030034430249315,892
b_AgeinMonths,-0.0475599,-0.195424,0.0929133,0.95,median,hdi,1.0019686632446054,893
b_Centering,-0.7907975,-1.04483,-0.53268,0.95,median,hdi,1.0019686632446054,893
b_Distance,-0.853565,-1.21323,-0.49197,0.95,median,hdi,1.0019686632446054,893
b_FaceDev_pitch,0.006109405,-0.0846788,0.0922145,0.95,median,hdi,1.0019686632446054,893
b_FaceDev_roll,-0.0024272,-0.0684764,0.0622205,0.95,median,hdi,1.0019686632446054,893
b_FaceDev_yaw,-0.0450499,-0.172025,0.0809782,0.95,median,hdi,1.0019686632446054,893
b_GazeDirectionDirected,-0.02754295,-0.169048,0.105088,0.95,median,hdi,1.0019686632446054,893
b_InfantPostureSitting,0.35192,-0.0202629,0.678155,0.95,median,hdi,1.0019686632446054,893
b_InfantPostureUpright,0.505453,0.082051,0.923678,0.95,median,hdi,1.0019686632446054,893
b_Intercept,-1.73048,-2.15894,-1.33389,0.95,median,hdi,1.0019686632446054,893
b_MotherPostureUpright,0.1648035,-0.367301,0.810886,0.95,median,hdi,1.0019686632446054,893
b_Saliency_face,0.121766,0.0504498,0.191684,0.95,median,hdi,1.0019686632446054,893
b_AgeinMonths,-0.02578815,-0.153058,0.125242,0.95,median,hdi,1.0017537964171987,894
b_Centering,-0.9163585,-1.1983,-0.649689,0.95,median,hdi,1.0017537964171987,894
b_Distance,-1.0071,-1.21257,-0.812232,0.95,median,hdi,1.0017537964171987,894
b_FaceDev_pitch,-0.0531846,-0.203169,0.104874,0.95,median,hdi,1.0017537964171987,894
b_FaceDev_roll,-0.05116859999999999,-0.157252,0.047984,0.95,median,hdi,1.0017537964171987,894
b_FaceDev_yaw,-0.02518005,-0.0956445,0.0480326,0.95,median,hdi,1.0017537964171987,894
b_GazeDirectionDirected,-0.00189399,-0.16378,0.15279,0.95,median,hdi,1.0017537964171987,894
b_InfantPostureSitting,0.04431,-0.283434,0.374832,0.95,median,hdi,1.0017537964171987,894
b_InfantPostureUpright,0.164889,-0.151972,0.510891,0.95,median,hdi,1.0017537964171987,894
b_Intercept,-1.46041,-1.89795,-1.03836,0.95,median,hdi,1.0017537964171987,894
b_MotherPostureUpright,-0.06769934999999999,-0.719954,0.579225,0.95,median,hdi,1.0017537964171987,894
b_Saliency_face,0.07271754999999999,0.0181323,0.126055,0.95,median,hdi,1.0017537964171987,894
b_AgeinMonths,-0.05921785,-0.190549,0.0692324,0.95,median,hdi,1.0070015423457048,895
b_Centering,-0.762731,-1.03089,-0.510832,0.95,median,hdi,1.0070015423457048,895
b_Distance,-0.8776965,-1.17645,-0.596111,0.95,median,hdi,1.0070015423457048,895
b_FaceDev_pitch,-0.04162195,-0.167573,0.0880094,0.95,median,hdi,1.0070015423457048,895
b_FaceDev_roll,0.010002025,-0.090733,0.119429,0.95,median,hdi,1.0070015423457048,895
b_FaceDev_yaw,-0.03572944999999999,-0.145568,0.0715892,0.95,median,hdi,1.0070015423457048,895
b_GazeDirectionDirected,-0.0387551,-0.177712,0.0941895,0.95,median,hdi,1.0070015423457048,895
b_InfantPostureSitting,0.01751455,-0.32696,0.379993,0.95,median,hdi,1.0070015423457048,895
b_InfantPostureUpright,0.1587245,-0.163498,0.490535,0.95,median,hdi,1.0070015423457048,895
b_Intercept,-1.3528950000000002,-1.72135,-0.980092,0.95,median,hdi,1.0070015423457048,895
b_MotherPostureUpright,0.03572425,-0.331942,0.375024,0.95,median,hdi,1.0070015423457048,895
b_Saliency_face,0.102729,0.0153489,0.187527,0.95,median,hdi,1.0070015423457048,895
b_AgeinMonths,-0.01548029999999999,-0.195472,0.176379,0.95,median,hdi,1.0024393677778802,896
b_Centering,-0.828795,-1.10656,-0.530744,0.95,median,hdi,1.0024393677778802,896
b_Distance,-0.892817,-1.24487,-0.556948,0.95,median,hdi,1.0024393677778802,896
b_FaceDev_pitch,-0.01816695,-0.15841,0.140552,0.95,median,hdi,1.0024393677778802,896
b_FaceDev_roll,0.0140247,-0.071134,0.105917,0.95,median,hdi,1.0024393677778802,896
b_FaceDev_yaw,-0.04029355,-0.127954,0.0537127,0.95,median,hdi,1.0024393677778802,896
b_GazeDirectionDirected,0.00307566,-0.147834,0.171909,0.95,median,hdi,1.0024393677778802,896
b_InfantPostureSitting,0.03024745,-0.393296,0.407315,0.95,median,hdi,1.0024393677778802,896
b_InfantPostureUpright,0.1552955,-0.175263,0.535846,0.95,median,hdi,1.0024393677778802,896
b_Intercept,-1.46222,-1.90531,-1.06594,0.95,median,hdi,1.0024393677778802,896
b_MotherPostureUpright,0.004214195,-0.525173,0.449557,0.95,median,hdi,1.0024393677778802,896
b_Saliency_face,0.100173,0.0469492,0.15563,0.95,median,hdi,1.0024393677778802,896
b_AgeinMonths,-0.0471526,-0.170381,0.0802,0.95,median,hdi,1.0019397017996137,897
b_Centering,-0.8481075,-1.06405,-0.616854,0.95,median,hdi,1.0019397017996137,897
b_Distance,-0.8226475,-1.05374,-0.550644,0.95,median,hdi,1.0019397017996137,897
b_FaceDev_pitch,-0.02926985,-0.185145,0.111507,0.95,median,hdi,1.0019397017996137,897
b_FaceDev_roll,-0.0287496,-0.151398,0.0936008,0.95,median,hdi,1.0019397017996137,897
b_FaceDev_yaw,-0.03656774999999999,-0.116118,0.0484833,0.95,median,hdi,1.0019397017996137,897
b_GazeDirectionDirected,0.06586955,-0.0689308,0.20663,0.95,median,hdi,1.0019397017996137,897
b_InfantPostureSitting,0.1796095,-0.175724,0.519541,0.95,median,hdi,1.0019397017996137,897
b_InfantPostureUpright,0.307838,-0.080658,0.722534,0.95,median,hdi,1.0019397017996137,897
b_Intercept,-1.575745,-2.00691,-1.15506,0.95,median,hdi,1.0019397017996137,897
b_MotherPostureUpright,0.2347315,-0.239701,0.732634,0.95,median,hdi,1.0019397017996137,897
b_Saliency_face,0.117887,0.041352,0.191954,0.95,median,hdi,1.0019397017996137,897
b_AgeinMonths,-0.08988925,-0.227583,0.0492057,0.95,median,hdi,1.0027278781898428,898
b_Centering,-0.825086,-1.04497,-0.593075,0.95,median,hdi,1.0027278781898428,898
b_Distance,-0.9443465,-1.21154,-0.681335,0.95,median,hdi,1.0027278781898428,898
b_FaceDev_pitch,-0.04009205,-0.182819,0.101559,0.95,median,hdi,1.0027278781898428,898
b_FaceDev_roll,-0.03708935,-0.12041,0.053148,0.95,median,hdi,1.0027278781898428,898
b_FaceDev_yaw,-0.0274917,-0.115923,0.0636256,0.95,median,hdi,1.0027278781898428,898
b_GazeDirectionDirected,0.0271479,-0.12205,0.168435,0.95,median,hdi,1.0027278781898428,898
b_InfantPostureSitting,0.0848661,-0.248665,0.417349,0.95,median,hdi,1.0027278781898428,898
b_InfantPostureUpright,0.2233125,-0.10453,0.552823,0.95,median,hdi,1.0027278781898428,898
b_Intercept,-1.5081,-1.93448,-1.08754,0.95,median,hdi,1.0027278781898428,898
b_MotherPostureUpright,-0.0328089,-0.457746,0.406491,0.95,median,hdi,1.0027278781898428,898
b_Saliency_face,0.15178550000000002,0.0876335,0.218255,0.95,median,hdi,1.0027278781898428,898
b_AgeinMonths,-0.008699175,-0.0916322,0.0729575,0.95,median,hdi,1.002220103453216,899
b_Centering,-0.7725625,-1.01832,-0.528449,0.95,median,hdi,1.002220103453216,899
b_Distance,-0.902967,-1.13196,-0.692927,0.95,median,hdi,1.002220103453216,899
b_FaceDev_pitch,-0.02065589999999999,-0.136401,0.0911127,0.95,median,hdi,1.002220103453216,899
b_FaceDev_roll,0.02263989999999999,-0.103719,0.141572,0.95,median,hdi,1.002220103453216,899
b_FaceDev_yaw,-0.06301275,-0.173908,0.0427022,0.95,median,hdi,1.002220103453216,899
b_GazeDirectionDirected,0.0849502,-0.103145,0.27937,0.95,median,hdi,1.002220103453216,899
b_InfantPostureSitting,0.4583685,0.0996188,0.806745,0.95,median,hdi,1.002220103453216,899
b_InfantPostureUpright,0.5237425,0.17094,0.872211,0.95,median,hdi,1.002220103453216,899
b_Intercept,-1.83445,-2.25594,-1.39406,0.95,median,hdi,1.002220103453216,899
b_MotherPostureUpright,-0.105734,-0.675891,0.327226,0.95,median,hdi,1.002220103453216,899
b_Saliency_face,0.1176295,0.0463814,0.184616,0.95,median,hdi,1.002220103453216,899
b_AgeinMonths,-0.0591507,-0.229222,0.103821,0.95,median,hdi,1.002573445914834,900
b_Centering,-0.815626,-1.09086,-0.554053,0.95,median,hdi,1.002573445914834,900
b_Distance,-0.8695005,-1.07984,-0.665715,0.95,median,hdi,1.002573445914834,900
b_FaceDev_pitch,-0.05035345,-0.215949,0.120791,0.95,median,hdi,1.002573445914834,900
b_FaceDev_roll,-0.0128096,-0.0722042,0.0525981,0.95,median,hdi,1.002573445914834,900
b_FaceDev_yaw,-0.0153561,-0.101081,0.0820951,0.95,median,hdi,1.002573445914834,900
b_GazeDirectionDirected,0.129273,-0.0367335,0.294808,0.95,median,hdi,1.002573445914834,900
b_InfantPostureSitting,-0.00163614,-0.353649,0.366781,0.95,median,hdi,1.002573445914834,900
b_InfantPostureUpright,0.213008,-0.172307,0.593517,0.95,median,hdi,1.002573445914834,900
b_Intercept,-1.44214,-1.87415,-1.00756,0.95,median,hdi,1.002573445914834,900
b_MotherPostureUpright,-0.007183935,-0.425371,0.481471,0.95,median,hdi,1.002573445914834,900
b_Saliency_face,0.103615,0.00552697,0.213112,0.95,median,hdi,1.002573445914834,900
b_AgeinMonths,-0.04394115,-0.162866,0.0769629,0.95,median,hdi,1.0026875110415965,901
b_Centering,-0.8464935,-1.1281,-0.578225,0.95,median,hdi,1.0026875110415965,901
b_Distance,-0.8818870000000001,-1.06836,-0.682454,0.95,median,hdi,1.0026875110415965,901
b_FaceDev_pitch,-0.06182655,-0.172523,0.0444851,0.95,median,hdi,1.0026875110415965,901
b_FaceDev_roll,-0.0140278,-0.0930993,0.0685889,0.95,median,hdi,1.0026875110415965,901
b_FaceDev_yaw,-0.04057895,-0.143203,0.0785136,0.95,median,hdi,1.0026875110415965,901
b_GazeDirectionDirected,0.0369034,-0.10519,0.200683,0.95,median,hdi,1.0026875110415965,901
b_InfantPostureSitting,-0.07717425,-0.420856,0.284839,0.95,median,hdi,1.0026875110415965,901
b_InfantPostureUpright,0.1122185,-0.235517,0.457419,0.95,median,hdi,1.0026875110415965,901
b_Intercept,-1.380835,-1.83053,-0.96165,0.95,median,hdi,1.0026875110415965,901
b_MotherPostureUpright,0.2238235,-0.453267,0.92056,0.95,median,hdi,1.0026875110415965,901
b_Saliency_face,0.1433615,0.0627543,0.236693,0.95,median,hdi,1.0026875110415965,901
b_AgeinMonths,-0.0620886,-0.163464,0.0544368,0.95,median,hdi,1.0044822415450885,902
b_Centering,-0.8143039999999999,-1.06003,-0.558783,0.95,median,hdi,1.0044822415450885,902
b_Distance,-0.8227884999999999,-1.06999,-0.56893,0.95,median,hdi,1.0044822415450885,902
b_FaceDev_pitch,-0.03944825,-0.200939,0.118009,0.95,median,hdi,1.0044822415450885,902
b_FaceDev_roll,-0.00750646999999999,-0.117191,0.108964,0.95,median,hdi,1.0044822415450885,902
b_FaceDev_yaw,-0.0431004,-0.149033,0.0582794,0.95,median,hdi,1.0044822415450885,902
b_GazeDirectionDirected,0.08214855,-0.102279,0.273659,0.95,median,hdi,1.0044822415450885,902
b_InfantPostureSitting,0.1799755,-0.186139,0.533373,0.95,median,hdi,1.0044822415450885,902
b_InfantPostureUpright,0.281271,-0.0826484,0.680567,0.95,median,hdi,1.0044822415450885,902
b_Intercept,-1.539895,-1.93508,-1.14584,0.95,median,hdi,1.0044822415450885,902
b_MotherPostureUpright,-0.171887,-0.603886,0.282285,0.95,median,hdi,1.0044822415450885,902
b_Saliency_face,0.13471149999999998,0.0823832,0.190207,0.95,median,hdi,1.0044822415450885,902
b_AgeinMonths,0.00441822,-0.141824,0.139336,0.95,median,hdi,1.0018669610430044,903
b_Centering,-0.8237785,-1.03612,-0.616206,0.95,median,hdi,1.0018669610430044,903
b_Distance,-0.8852549999999999,-1.05411,-0.729378,0.95,median,hdi,1.0018669610430044,903
b_FaceDev_pitch,-0.0571598,-0.235325,0.108744,0.95,median,hdi,1.0018669610430044,903
b_FaceDev_roll,-0.0124564,-0.147377,0.126929,0.95,median,hdi,1.0018669610430044,903
b_FaceDev_yaw,-0.0376829,-0.143695,0.0638158,0.95,median,hdi,1.0018669610430044,903
b_GazeDirectionDirected,0.0614549,-0.0666918,0.19397,0.95,median,hdi,1.0018669610430044,903
b_InfantPostureSitting,-0.00838983999999999,-0.357593,0.329598,0.95,median,hdi,1.0018669610430044,903
b_InfantPostureUpright,0.106244,-0.25929,0.45635,0.95,median,hdi,1.0018669610430044,903
b_Intercept,-1.402115,-1.83544,-0.966013,0.95,median,hdi,1.0018669610430044,903
b_MotherPostureUpright,0.153439,-0.366149,0.804994,0.95,median,hdi,1.0018669610430044,903
b_Saliency_face,0.1207925,0.0598522,0.183082,0.95,median,hdi,1.0018669610430044,903
b_AgeinMonths,-0.02153025,-0.284605,0.231554,0.95,median,hdi,1.0036857306196645,904
b_Centering,-0.868303,-1.15597,-0.584525,0.95,median,hdi,1.0036857306196645,904
b_Distance,-0.8709260000000001,-1.05418,-0.687497,0.95,median,hdi,1.0036857306196645,904
b_FaceDev_pitch,-0.05222385,-0.176052,0.0740858,0.95,median,hdi,1.0036857306196645,904
b_FaceDev_roll,0.0225047,-0.0989492,0.13966,0.95,median,hdi,1.0036857306196645,904
b_FaceDev_yaw,-0.07467750000000001,-0.19779,0.0307536,0.95,median,hdi,1.0036857306196645,904
b_GazeDirectionDirected,-0.0794261,-0.256601,0.0851087,0.95,median,hdi,1.0036857306196645,904
b_InfantPostureSitting,0.01339674999999999,-0.36385,0.388125,0.95,median,hdi,1.0036857306196645,904
b_InfantPostureUpright,0.182558,-0.176857,0.558281,0.95,median,hdi,1.0036857306196645,904
b_Intercept,-1.40326,-1.76217,-1.02789,0.95,median,hdi,1.0036857306196645,904
b_MotherPostureUpright,-0.174309,-0.83315,0.496277,0.95,median,hdi,1.0036857306196645,904
b_Saliency_face,0.14299650000000003,0.0694038,0.208536,0.95,median,hdi,1.0036857306196645,904
b_AgeinMonths,-0.0399931,-0.167164,0.0858555,0.95,median,hdi,1.0034244656316622,905
b_Centering,-0.8326795,-1.08682,-0.586315,0.95,median,hdi,1.0034244656316622,905
b_Distance,-0.846483,-1.01717,-0.682998,0.95,median,hdi,1.0034244656316622,905
b_FaceDev_pitch,-0.0619744,-0.175868,0.0413534,0.95,median,hdi,1.0034244656316622,905
b_FaceDev_roll,0.0270937,-0.0598175,0.112092,0.95,median,hdi,1.0034244656316622,905
b_FaceDev_yaw,-0.1167205,-0.195464,-0.0354481,0.95,median,hdi,1.0034244656316622,905
b_GazeDirectionDirected,-0.0105285,-0.153554,0.149665,0.95,median,hdi,1.0034244656316622,905
b_InfantPostureSitting,0.1832855,-0.182685,0.534756,0.95,median,hdi,1.0034244656316622,905
b_InfantPostureUpright,0.3634155,-0.0596036,0.796539,0.95,median,hdi,1.0034244656316622,905
b_Intercept,-1.516195,-1.95131,-1.10111,0.95,median,hdi,1.0034244656316622,905
b_MotherPostureUpright,-0.08466725,-0.491653,0.323914,0.95,median,hdi,1.0034244656316622,905
b_Saliency_face,0.108551,0.0491165,0.167529,0.95,median,hdi,1.0034244656316622,905
b_AgeinMonths,-0.03408715,-0.194568,0.147399,0.95,median,hdi,1.0028980624795534,906
b_Centering,-0.8012245,-1.06693,-0.529729,0.95,median,hdi,1.0028980624795534,906
b_Distance,-0.8813150000000001,-1.07823,-0.675877,0.95,median,hdi,1.0028980624795534,906
b_FaceDev_pitch,0.00907977999999999,-0.130484,0.137408,0.95,median,hdi,1.0028980624795534,906
b_FaceDev_roll,-0.0143298,-0.0887348,0.0580892,0.95,median,hdi,1.0028980624795534,906
b_FaceDev_yaw,-0.0385323,-0.137526,0.0592314,0.95,median,hdi,1.0028980624795534,906
b_GazeDirectionDirected,-0.00638019,-0.136383,0.1162,0.95,median,hdi,1.0028980624795534,906
b_InfantPostureSitting,0.224318,-0.0988812,0.555835,0.95,median,hdi,1.0028980624795534,906
b_InfantPostureUpright,0.317605,-0.061488,0.677826,0.95,median,hdi,1.0028980624795534,906
b_Intercept,-1.57018,-1.99513,-1.17294,0.95,median,hdi,1.0028980624795534,906
b_MotherPostureUpright,0.00637577999999999,-0.394303,0.397467,0.95,median,hdi,1.0028980624795534,906
b_Saliency_face,0.105947,0.00898998,0.198323,0.95,median,hdi,1.0028980624795534,906
b_AgeinMonths,-0.0103781,-0.141278,0.138881,0.95,median,hdi,1.0081347277861752,907
b_Centering,-0.8145795,-1.09436,-0.566773,0.95,median,hdi,1.0081347277861752,907
b_Distance,-0.8762155,-1.04837,-0.689467,0.95,median,hdi,1.0081347277861752,907
b_FaceDev_pitch,-0.06910155,-0.254293,0.0948666,0.95,median,hdi,1.0081347277861752,907
b_FaceDev_roll,0.0340442,-0.0460437,0.116687,0.95,median,hdi,1.0081347277861752,907
b_FaceDev_yaw,-0.05582545,-0.203863,0.0992892,0.95,median,hdi,1.0081347277861752,907
b_GazeDirectionDirected,0.0466718,-0.11642,0.204808,0.95,median,hdi,1.0081347277861752,907
b_InfantPostureSitting,-0.14345449999999998,-0.479412,0.192494,0.95,median,hdi,1.0081347277861752,907
b_InfantPostureUpright,-0.0050597,-0.349874,0.326315,0.95,median,hdi,1.0081347277861752,907
b_Intercept,-1.319565,-1.79724,-0.865943,0.95,median,hdi,1.0081347277861752,907
b_MotherPostureUpright,0.136007,-0.545774,0.830483,0.95,median,hdi,1.0081347277861752,907
b_Saliency_face,0.1018495,0.0432078,0.164676,0.95,median,hdi,1.0081347277861752,907
b_AgeinMonths,-0.05193105,-0.20801,0.111987,0.95,median,hdi,1.0045155913238144,908
b_Centering,-0.8472295,-1.13476,-0.588355,0.95,median,hdi,1.0045155913238144,908
b_Distance,-0.842214,-1.06474,-0.60956,0.95,median,hdi,1.0045155913238144,908
b_FaceDev_pitch,-0.05731745,-0.207727,0.0741411,0.95,median,hdi,1.0045155913238144,908
b_FaceDev_roll,0.02292385,-0.12817,0.154396,0.95,median,hdi,1.0045155913238144,908
b_FaceDev_yaw,-0.09386665,-0.174038,-0.00519557,0.95,median,hdi,1.0045155913238144,908
b_GazeDirectionDirected,-0.0882843,-0.21739,0.033828,0.95,median,hdi,1.0045155913238144,908
b_InfantPostureSitting,0.23995,-0.173945,0.627846,0.95,median,hdi,1.0045155913238144,908
b_InfantPostureUpright,0.41403749999999995,-0.0225582,0.856508,0.95,median,hdi,1.0045155913238144,908
b_Intercept,-1.633065,-2.03805,-1.24516,0.95,median,hdi,1.0045155913238144,908
b_MotherPostureUpright,0.00561787,-0.652905,0.635965,0.95,median,hdi,1.0045155913238144,908
b_Saliency_face,0.1540515,0.0740487,0.234836,0.95,median,hdi,1.0045155913238144,908
b_AgeinMonths,-0.007833765,-0.143436,0.13923,0.95,median,hdi,1.0043400284156936,909
b_Centering,-0.8519025,-1.10038,-0.595568,0.95,median,hdi,1.0043400284156936,909
b_Distance,-0.836677,-1.04174,-0.624806,0.95,median,hdi,1.0043400284156936,909
b_FaceDev_pitch,-0.0308209,-0.137592,0.0781367,0.95,median,hdi,1.0043400284156936,909
b_FaceDev_roll,-0.00196910499999999,-0.108743,0.105515,0.95,median,hdi,1.0043400284156936,909
b_FaceDev_yaw,-0.0307314,-0.154002,0.0839147,0.95,median,hdi,1.0043400284156936,909
b_GazeDirectionDirected,0.03093235,-0.112809,0.184864,0.95,median,hdi,1.0043400284156936,909
b_InfantPostureSitting,0.224498,-0.162662,0.59857,0.95,median,hdi,1.0043400284156936,909
b_InfantPostureUpright,0.328673,-0.0924378,0.74697,0.95,median,hdi,1.0043400284156936,909
b_Intercept,-1.59755,-2.01485,-1.22802,0.95,median,hdi,1.0043400284156936,909
b_MotherPostureUpright,-0.227272,-0.708515,0.173892,0.95,median,hdi,1.0043400284156936,909
b_Saliency_face,0.113047,0.051754,0.173189,0.95,median,hdi,1.0043400284156936,909
b_AgeinMonths,-0.013385,-0.173174,0.169612,0.95,median,hdi,1.0020203136933257,910
b_Centering,-0.800219,-1.10344,-0.522821,0.95,median,hdi,1.0020203136933257,910
b_Distance,-0.8419665000000001,-1.06322,-0.620584,0.95,median,hdi,1.0020203136933257,910
b_FaceDev_pitch,-0.04021865,-0.169622,0.0819965,0.95,median,hdi,1.0020203136933257,910
b_FaceDev_roll,-0.0521616,-0.148427,0.0414964,0.95,median,hdi,1.0020203136933257,910
b_FaceDev_yaw,-0.02716945,-0.120358,0.0723564,0.95,median,hdi,1.0020203136933257,910
b_GazeDirectionDirected,-0.04356375,-0.17336,0.0919222,0.95,median,hdi,1.0020203136933257,910
b_InfantPostureSitting,-0.0520232,-0.370096,0.268343,0.95,median,hdi,1.0020203136933257,910
b_InfantPostureUpright,0.05673085,-0.264782,0.387339,0.95,median,hdi,1.0020203136933257,910
b_Intercept,-1.290195,-1.69302,-0.912111,0.95,median,hdi,1.0020203136933257,910
b_MotherPostureUpright,-0.00564402999999999,-0.464511,0.508091,0.95,median,hdi,1.0020203136933257,910
b_Saliency_face,0.132501,0.0780302,0.190395,0.95,median,hdi,1.0020203136933257,910
b_AgeinMonths,-0.04981865,-0.202537,0.11199,0.95,median,hdi,1.0015791112498746,911
b_Centering,-0.881247,-1.13932,-0.622245,0.95,median,hdi,1.0015791112498746,911
b_Distance,-0.870564,-1.03742,-0.696472,0.95,median,hdi,1.0015791112498746,911
b_FaceDev_pitch,9.69662e-4,-0.130156,0.134663,0.95,median,hdi,1.0015791112498746,911
b_FaceDev_roll,0.0394182,-0.0576388,0.153295,0.95,median,hdi,1.0015791112498746,911
b_FaceDev_yaw,-0.03906909999999999,-0.126344,0.052517,0.95,median,hdi,1.0015791112498746,911
b_GazeDirectionDirected,0.0176553,-0.127161,0.171466,0.95,median,hdi,1.0015791112498746,911
b_InfantPostureSitting,0.1482385,-0.185174,0.470485,0.95,median,hdi,1.0015791112498746,911
b_InfantPostureUpright,0.4051155,0.0677706,0.73174,0.95,median,hdi,1.0015791112498746,911
b_Intercept,-1.602055,-2.06706,-1.14694,0.95,median,hdi,1.0015791112498746,911
b_MotherPostureUpright,0.0493684,-0.548116,0.644888,0.95,median,hdi,1.0015791112498746,911
b_Saliency_face,0.1195045,0.0482946,0.198909,0.95,median,hdi,1.0015791112498746,911
b_AgeinMonths,-0.06038105,-0.183756,0.081751,0.95,median,hdi,1.0027788117916618,912
b_Centering,-0.8490865000000001,-1.04388,-0.644772,0.95,median,hdi,1.0027788117916618,912
b_Distance,-0.842459,-1.11427,-0.571585,0.95,median,hdi,1.0027788117916618,912
b_FaceDev_pitch,-0.04832735,-0.192673,0.0893918,0.95,median,hdi,1.0027788117916618,912
b_FaceDev_roll,-0.0292011,-0.103243,0.047907,0.95,median,hdi,1.0027788117916618,912
b_FaceDev_yaw,-0.02913085,-0.121223,0.072602,0.95,median,hdi,1.0027788117916618,912
b_GazeDirectionDirected,0.043673,-0.131269,0.207489,0.95,median,hdi,1.0027788117916618,912
b_InfantPostureSitting,0.4026165,0.0334795,0.757635,0.95,median,hdi,1.0027788117916618,912
b_InfantPostureUpright,0.4825105,0.108038,0.856362,0.95,median,hdi,1.0027788117916618,912
b_Intercept,-1.798395,-2.2567,-1.33879,0.95,median,hdi,1.0027788117916618,912
b_MotherPostureUpright,-0.07267989999999999,-0.542964,0.386153,0.95,median,hdi,1.0027788117916618,912
b_Saliency_face,0.130569,0.0620752,0.194989,0.95,median,hdi,1.0027788117916618,912
b_AgeinMonths,-0.0523541,-0.184736,0.102014,0.95,median,hdi,1.030477983204776,913
b_Centering,-0.83188,-1.08946,-0.576069,0.95,median,hdi,1.030477983204776,913
b_Distance,-0.8155995,-1.06103,-0.546351,0.95,median,hdi,1.030477983204776,913
b_FaceDev_pitch,-0.05061024999999999,-0.143353,0.0432019,0.95,median,hdi,1.030477983204776,913
b_FaceDev_roll,0.01644799999999999,-0.0572529,0.0940814,0.95,median,hdi,1.030477983204776,913
b_FaceDev_yaw,-0.06014485,-0.161423,0.0520966,0.95,median,hdi,1.030477983204776,913
b_GazeDirectionDirected,0.00980593999999999,-0.125811,0.151605,0.95,median,hdi,1.030477983204776,913
b_InfantPostureSitting,0.499682,0.141584,0.839251,0.95,median,hdi,1.030477983204776,913
b_InfantPostureUpright,0.572907,0.17354,0.933486,0.95,median,hdi,1.030477983204776,913
